planetName,hostName,defaultParameterSet,starsNu,planetsNu,discMethod,discYear,discFacility,solutionType
HD 211810 b,HD 211810,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 215152 b,HD 215152,1,1,4,Radial Velocity,2018,La Silla Observatory,Published Confirmed
HD 215152 c,HD 215152,1,1,4,Radial Velocity,2018,La Silla Observatory,Published Confirmed
HD 215152 d,HD 215152,1,1,4,Radial Velocity,2018,La Silla Observatory,Published Confirmed
HD 215152 e,HD 215152,1,1,4,Radial Velocity,2018,La Silla Observatory,Published Confirmed
HD 219666 b,HD 219666,0,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
HD 219666 b,HD 219666,0,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 219666 b,HD 219666,0,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 219666 b,HD 219666,0,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 219666 b,HD 219666,1,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 220197 b,HD 220197,1,1,1,Radial Velocity,2018,Roque de los Muchachos Observatory,Published Confirmed
HD 233832 b,HD 233832,1,2,1,Radial Velocity,2018,Roque de los Muchachos Observatory,Published Confirmed
HD 233832 b,HD 233832,0,2,1,Radial Velocity,2018,Roque de los Muchachos Observatory,Published Confirmed
HD 238914 b,HD 238914,1,1,1,Radial Velocity,2018,Multiple Observatories,Published Confirmed
HD 33142 c,HD 33142,1,1,3,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 33142 c,HD 33142,0,1,3,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 4917 b,HD 4917,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 55696 b,HD 55696,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 55696 b,HD 55696,0,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 72490 b,HD 72490,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 75784 c,HD 75784,0,1,2,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 75784 c,HD 75784,0,1,2,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 75784 c,HD 75784,1,1,2,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 89345 b,HD 89345,0,1,1,Transit,2018,K2,TESS Project Candidate
HD 89345 b,HD 89345,0,1,1,Transit,2018,K2,Published Confirmed
HD 89345 b,HD 89345,0,1,1,Transit,2018,K2,Published Confirmed
HD 89345 b,HD 89345,0,1,1,Transit,2018,K2,Published Confirmed
HD 89345 b,HD 89345,1,1,1,Transit,2018,K2,Published Confirmed
HD 94834 b,HD 94834,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 95089 c,HD 95089,1,1,2,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 95089 c,HD 95089,0,1,2,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 98736 b,HD 98736,1,2,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
HD 99706 c,HD 99706,1,1,2,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed
IC 4651 9122 b,IC 4651 9122,1,1,1,Radial Velocity,2018,La Silla Observatory,Published Confirmed
K2-141 b,K2-141,1,1,2,Transit,2018,K2,Published Confirmed
K2-141 b,K2-141,0,1,2,Transit,2018,K2,Published Confirmed
K2-141 b,K2-141,0,1,2,Transit,2018,K2,TESS Project Candidate
K2-141 b,K2-141,0,1,2,Transit,2018,K2,Published Confirmed
K2-141 b,K2-141,0,1,2,Transit,2018,K2,Published Confirmed
K2-141 c,K2-141,0,1,2,Transit,2018,K2,Published Confirmed
K2-141 c,K2-141,1,1,2,Transit,2018,K2,Published Confirmed
K2-146 b,K2-146,0,1,2,Transit,2018,K2,Published Confirmed
K2-146 b,K2-146,0,1,2,Transit,2018,K2,Published Candidate
K2-146 b,K2-146,0,1,2,Transit,2018,K2,Published Confirmed
K2-146 b,K2-146,0,1,2,Transit,2018,K2,Published Candidate
K2-146 b,K2-146,0,1,2,Transit,2018,K2,Published Candidate
K2-146 b,K2-146,0,1,2,Transit,2018,K2,Published Confirmed
K2-146 b,K2-146,0,1,2,Transit,2018,K2,Published Candidate
K2-146 b,K2-146,0,1,2,Transit,2018,K2,Published Candidate
K2-146 b,K2-146,1,1,2,Transit,2018,K2,Published Confirmed
K2-147 b,K2-147,1,1,1,Transit,2018,K2,Published Confirmed
K2-147 b,K2-147,0,1,1,Transit,2018,K2,Published Candidate
K2-147 b,K2-147,0,1,1,Transit,2018,K2,Published Confirmed
K2-148 b,K2-148,1,2,3,Transit,2018,K2,Published Confirmed
K2-148 b,K2-148,0,2,3,Transit,2018,K2,Published Candidate
K2-148 c,K2-148,0,2,3,Transit,2018,K2,Published Candidate
K2-148 c,K2-148,1,2,3,Transit,2018,K2,Published Confirmed
K2-148 d,K2-148,1,2,3,Transit,2018,K2,Published Confirmed
K2-148 d,K2-148,0,2,3,Transit,2018,K2,Published Candidate
K2-149 b,K2-149,1,1,1,Transit,2018,K2,Published Confirmed
K2-150 b,K2-150,1,1,1,Transit,2018,K2,Published Confirmed
K2-150 b,K2-150,0,1,1,Transit,2018,K2,Published Candidate
K2-151 b,K2-151,0,2,1,Transit,2018,K2,Published Candidate
K2-151 b,K2-151,0,2,1,Transit,2018,K2,Published Candidate
K2-151 b,K2-151,1,2,1,Transit,2018,K2,Published Confirmed
K2-151 b,K2-151,0,2,1,Transit,2018,K2,Published Confirmed
K2-152 b,K2-152,1,1,1,Transit,2018,K2,Published Confirmed
K2-152 b,K2-152,0,1,1,Transit,2018,K2,Published Confirmed
K2-153 b,K2-153,1,1,1,Transit,2018,K2,Published Confirmed
K2-153 b,K2-153,0,1,1,Transit,2018,K2,Published Confirmed
K2-154 b,K2-154,1,1,2,Transit,2018,K2,Published Confirmed
K2-154 b,K2-154,0,1,2,Transit,2018,K2,Published Confirmed
K2-154 c,K2-154,0,1,2,Transit,2018,K2,Published Confirmed
K2-154 c,K2-154,1,1,2,Transit,2018,K2,Published Confirmed
K2-155 b,K2-155,1,1,3,Transit,2018,K2,Published Confirmed
K2-155 b,K2-155,0,1,3,Transit,2018,K2,Published Confirmed
K2-155 c,K2-155,0,1,3,Transit,2018,K2,Published Confirmed
K2-155 c,K2-155,0,1,3,Transit,2018,K2,Published Confirmed
K2-155 c,K2-155,1,1,3,Transit,2018,K2,Published Confirmed
K2-155 c,K2-155,0,1,3,Transit,2018,K2,TESS Project Candidate
K2-155 d,K2-155,0,1,3,Transit,2018,K2,Published Confirmed
K2-155 d,K2-155,1,1,3,Transit,2018,K2,Published Confirmed
K2-156 b,K2-156,0,1,1,Transit,2018,K2,Published Confirmed
K2-156 b,K2-156,1,1,1,Transit,2018,K2,Published Confirmed
K2-156 b,K2-156,0,1,1,Transit,2018,K2,Published Confirmed
K2-157 b,K2-157,1,1,1,Transit,2018,K2,Published Confirmed
K2-157 b,K2-157,0,1,1,Transit,2018,K2,Published Confirmed
K2-158 b,K2-158,0,1,2,Transit,2018,K2,Published Confirmed
K2-158 b,K2-158,1,1,2,Transit,2018,K2,Published Confirmed
K2-158 c,K2-158,1,1,2,Transit,2018,K2,Published Confirmed
K2-159 b,K2-159,0,1,1,Transit,2018,K2,Published Confirmed
K2-159 b,K2-159,1,1,1,Transit,2018,K2,Published Confirmed
K2-160 b,K2-160,1,1,1,Transit,2018,K2,Published Confirmed
K2-161 b,K2-161,1,1,1,Transit,2018,K2,Published Confirmed
K2-162 b,K2-162,0,1,1,Transit,2018,K2,Published Confirmed
K2-162 b,K2-162,1,1,1,Transit,2018,K2,Published Confirmed
K2-163 b,K2-163,1,1,1,Transit,2018,K2,Published Confirmed
K2-164 b,K2-164,1,1,1,Transit,2018,K2,Published Confirmed
K2-164 b,K2-164,0,1,1,Transit,2018,K2,Published Candidate
K2-164 b,K2-164,0,1,1,Transit,2018,K2,Published Candidate
K2-165 b,K2-165,1,1,3,Transit,2018,K2,Published Confirmed
K2-165 c,K2-165,1,1,3,Transit,2018,K2,Published Confirmed
K2-165 d,K2-165,1,1,3,Transit,2018,K2,Published Confirmed
K2-165 d,K2-165,0,1,3,Transit,2018,K2,TESS Project Candidate
K2-166 b,K2-166,0,1,2,Transit,2018,K2,Published Confirmed
K2-166 b,K2-166,1,1,2,Transit,2018,K2,Published Confirmed
K2-167 b,K2-167,1,1,1,Transit,2018,K2,Published Confirmed
K2-167 b,K2-167,0,1,1,Transit,2018,K2,Published Confirmed
K2-167 b,K2-167,0,1,1,Transit,2018,K2,TESS Project Candidate
K2-167 b,K2-167,0,1,1,Transit,2018,K2,Published Candidate
K2-167 b,K2-167,0,1,1,Transit,2018,K2,Published Confirmed
K2-167 b,K2-167,0,1,1,Transit,2018,K2,Published Confirmed
K2-168 b,K2-168,0,1,2,Transit,2018,K2,Published Confirmed
K2-168 b,K2-168,0,1,2,Transit,2018,K2,Published Candidate
K2-168 b,K2-168,1,1,2,Transit,2018,K2,Published Confirmed
K2-168 b,K2-168,0,1,2,Transit,2018,K2,Published Candidate
K2-169 b,K2-169,1,1,1,Transit,2018,K2,Published Confirmed
K2-169 b,K2-169,0,1,1,Transit,2018,K2,Published Candidate
K2-169 b,K2-169,0,1,1,Transit,2018,K2,Published Candidate
K2-170 b,K2-170,0,1,2,Transit,2018,K2,Published Candidate
K2-170 b,K2-170,1,1,2,Transit,2018,K2,Published Confirmed
K2-170 b,K2-170,0,1,2,Transit,2018,K2,Published Candidate
K2-170 c,K2-170,0,1,2,Transit,2018,K2,Published Candidate
K2-170 c,K2-170,0,1,2,Transit,2018,K2,Published Candidate
K2-170 c,K2-170,1,1,2,Transit,2018,K2,Published Confirmed
K2-171 b,K2-171,1,1,1,Transit,2018,K2,Published Confirmed
K2-171 b,K2-171,0,1,1,Transit,2018,K2,Published Candidate
K2-171 b,K2-171,0,1,1,Transit,2018,K2,Published Candidate
K2-172 b,K2-172,1,1,2,Transit,2018,K2,Published Confirmed
K2-172 b,K2-172,0,1,2,Transit,2018,K2,Published Candidate
K2-172 b,K2-172,0,1,2,Transit,2018,K2,Published Candidate
K2-172 c,K2-172,0,1,2,Transit,2018,K2,Published Candidate
K2-172 c,K2-172,0,1,2,Transit,2018,K2,Published Candidate
K2-172 c,K2-172,0,1,2,Transit,2018,K2,Published Candidate
K2-172 c,K2-172,1,1,2,Transit,2018,K2,Published Confirmed
K2-173 b,K2-173,0,1,1,Transit,2018,K2,Published Candidate
K2-173 b,K2-173,1,1,1,Transit,2018,K2,Published Confirmed
K2-174 b,K2-174,0,1,1,Transit,2018,K2,TESS Project Candidate
K2-174 b,K2-174,0,1,1,Transit,2018,K2,Published Confirmed
K2-174 b,K2-174,0,1,1,Transit,2018,K2,Published Candidate
K2-174 b,K2-174,0,1,1,Transit,2018,K2,Published Candidate
K2-174 b,K2-174,1,1,1,Transit,2018,K2,Published Confirmed
K2-174 b,K2-174,0,1,1,Transit,2018,K2,Published Candidate
K2-174 b,K2-174,0,1,1,Transit,2018,K2,Published Candidate
K2-175 b,K2-175,1,1,1,Transit,2018,K2,Published Confirmed
K2-176 b,K2-176,0,1,1,Transit,2018,K2,Published Candidate
K2-176 b,K2-176,1,1,1,Transit,2018,K2,Published Confirmed
K2-177 b,K2-177,1,1,1,Transit,2018,K2,Published Confirmed
K2-178 b,K2-178,0,1,1,Transit,2018,K2,Published Candidate
K2-178 b,K2-178,1,1,1,Transit,2018,K2,Published Confirmed
K2-178 b,K2-178,0,1,1,Transit,2018,K2,TESS Project Candidate
K2-179 b,K2-179,0,1,1,Transit,2018,K2,Published Candidate
K2-179 b,K2-179,0,1,1,Transit,2018,K2,Published Candidate
K2-179 b,K2-179,1,1,1,Transit,2018,K2,Published Confirmed
K2-180 b,K2-180,0,1,1,Transit,2018,K2,Published Candidate
K2-180 b,K2-180,0,1,1,Transit,2018,K2,Published Confirmed
K2-180 b,K2-180,0,1,1,Transit,2018,K2,TESS Project Candidate
K2-180 b,K2-180,0,1,1,Transit,2018,K2,Published Confirmed
K2-180 b,K2-180,0,1,1,Transit,2018,K2,Published Candidate
K2-180 b,K2-180,0,1,1,Transit,2018,K2,Published Confirmed
K2-180 b,K2-180,1,1,1,Transit,2018,K2,Published Confirmed
K2-180 b,K2-180,0,1,1,Transit,2018,K2,Published Candidate
K2-181 b,K2-181,0,1,1,Transit,2018,K2,Published Candidate
K2-181 b,K2-181,0,1,1,Transit,2018,K2,Published Candidate
K2-181 b,K2-181,1,1,1,Transit,2018,K2,Published Confirmed
K2-181 b,K2-181,0,1,1,Transit,2018,K2,Published Candidate
K2-181 b,K2-181,0,1,1,Transit,2018,K2,Published Confirmed
K2-181 b,K2-181,0,1,1,Transit,2018,K2,Published Candidate
K2-182 b,K2-182,0,1,1,Transit,2018,K2,Published Candidate
K2-182 b,K2-182,0,1,1,Transit,2018,K2,Published Confirmed
K2-182 b,K2-182,0,1,1,Transit,2018,K2,Published Confirmed
K2-182 b,K2-182,0,1,1,Transit,2018,K2,Published Candidate
K2-182 b,K2-182,0,1,1,Transit,2018,K2,TESS Project Candidate
K2-182 b,K2-182,0,1,1,Transit,2018,K2,Published Confirmed
K2-182 b,K2-182,0,1,1,Transit,2018,K2,Published Candidate
K2-182 b,K2-182,1,1,1,Transit,2018,K2,Published Confirmed
K2-182 b,K2-182,0,1,1,Transit,2018,K2,Published Candidate
K2-183 b,K2-183,0,1,3,Transit,2018,K2,Published Confirmed
K2-183 b,K2-183,1,1,3,Transit,2018,K2,Published Confirmed
K2-183 b,K2-183,0,1,3,Transit,2018,K2,Published Candidate
K2-183 c,K2-183,0,1,3,Transit,2018,K2,Published Candidate
K2-183 c,K2-183,0,1,3,Transit,2018,K2,Published Confirmed
K2-183 c,K2-183,0,1,3,Transit,2018,K2,Published Candidate
K2-183 c,K2-183,0,1,3,Transit,2018,K2,Published Candidate
K2-183 c,K2-183,0,1,3,Transit,2018,K2,Published Candidate
K2-183 c,K2-183,1,1,3,Transit,2018,K2,Published Confirmed
K2-183 c,K2-183,0,1,3,Transit,2018,K2,Published Confirmed
K2-183 d,K2-183,0,1,3,Transit,2018,K2,Published Candidate
K2-183 d,K2-183,0,1,3,Transit,2018,K2,Published Confirmed
K2-183 d,K2-183,0,1,3,Transit,2018,K2,Published Candidate
K2-183 d,K2-183,1,1,3,Transit,2018,K2,Published Confirmed
K2-183 d,K2-183,0,1,3,Transit,2018,K2,Published Confirmed
K2-184 b,K2-184,0,1,1,Transit,2018,K2,Published Candidate
K2-184 b,K2-184,0,1,1,Transit,2018,K2,Published Candidate
K2-184 b,K2-184,0,1,1,Transit,2018,K2,Published Candidate
K2-184 b,K2-184,0,1,1,Transit,2018,K2,Published Confirmed
K2-184 b,K2-184,1,1,1,Transit,2018,K2,Published Confirmed
K2-184 b,K2-184,0,1,1,Transit,2018,K2,Published Candidate
K2-184 b,K2-184,0,1,1,Transit,2018,K2,Published Confirmed
K2-185 b,K2-185,0,1,2,Transit,2018,K2,Published Candidate
K2-185 b,K2-185,0,1,2,Transit,2018,K2,Published Confirmed
K2-185 b,K2-185,1,1,2,Transit,2018,K2,Published Confirmed
K2-185 c,K2-185,0,1,2,Transit,2018,K2,Published Candidate
K2-185 c,K2-185,0,1,2,Transit,2018,K2,Published Candidate
K2-185 c,K2-185,1,1,2,Transit,2018,K2,Published Confirmed
K2-186 b,K2-186,0,1,1,Transit,2018,K2,Published Candidate
K2-186 b,K2-186,1,1,1,Transit,2018,K2,Published Confirmed
K2-187 b,K2-187,0,1,4,Transit,2018,K2,Published Candidate
K2-187 b,K2-187,0,1,4,Transit,2018,K2,Published Confirmed
K2-187 b,K2-187,0,1,4,Transit,2018,K2,Published Confirmed
K2-187 b,K2-187,1,1,4,Transit,2018,K2,Published Confirmed
K2-187 c,K2-187,0,1,4,Transit,2018,K2,Published Confirmed
K2-187 c,K2-187,0,1,4,Transit,2018,K2,Published Confirmed
K2-187 c,K2-187,0,1,4,Transit,2018,K2,Published Candidate
K2-187 c,K2-187,1,1,4,Transit,2018,K2,Published Confirmed
K2-187 c,K2-187,0,1,4,Transit,2018,K2,Published Candidate
K2-187 d,K2-187,0,1,4,Transit,2018,K2,Published Candidate
K2-187 d,K2-187,0,1,4,Transit,2018,K2,Published Candidate
K2-187 d,K2-187,0,1,4,Transit,2018,K2,Published Confirmed
K2-187 d,K2-187,0,1,4,Transit,2018,K2,Published Confirmed
K2-187 d,K2-187,1,1,4,Transit,2018,K2,Published Confirmed
K2-187 d,K2-187,0,1,4,Transit,2018,K2,Published Candidate
K2-187 d,K2-187,0,1,4,Transit,2018,K2,Published Candidate
K2-187 e,K2-187,0,1,4,Transit,2018,K2,Published Candidate
K2-187 e,K2-187,1,1,4,Transit,2018,K2,Published Confirmed
K2-187 e,K2-187,0,1,4,Transit,2018,K2,Published Candidate
K2-187 e,K2-187,0,1,4,Transit,2018,K2,Published Confirmed
K2-187 e,K2-187,0,1,4,Transit,2018,K2,Published Confirmed
K2-188 b,K2-188,1,1,2,Transit,2018,K2,Published Confirmed
K2-188 b,K2-188,0,1,2,Transit,2018,K2,Published Confirmed
K2-188 c,K2-188,0,1,2,Transit,2018,K2,Published Candidate
K2-188 c,K2-188,0,1,2,Transit,2018,K2,TESS Project Candidate
K2-188 c,K2-188,0,1,2,Transit,2018,K2,Published Confirmed
K2-188 c,K2-188,0,1,2,Transit,2018,K2,Published Candidate
K2-188 c,K2-188,1,1,2,Transit,2018,K2,Published Confirmed
K2-188 c,K2-188,0,1,2,Transit,2018,K2,Published Candidate
K2-188 c,K2-188,0,1,2,Transit,2018,K2,Published Candidate
K2-189 b,K2-189,0,1,2,Transit,2018,K2,Published Candidate
K2-189 b,K2-189,0,1,2,Transit,2018,K2,Published Confirmed
K2-189 b,K2-189,1,1,2,Transit,2018,K2,Published Confirmed
K2-189 c,K2-189,1,1,2,Transit,2018,K2,Published Confirmed
K2-189 c,K2-189,0,1,2,Transit,2018,K2,Published Candidate
K2-189 c,K2-189,0,1,2,Transit,2018,K2,Published Confirmed
K2-189 c,K2-189,0,1,2,Transit,2018,K2,Published Candidate
K2-189 c,K2-189,0,1,2,Transit,2018,K2,Published Candidate
K2-189 c,K2-189,0,1,2,Transit,2018,K2,Published Candidate
K2-190 b,K2-190,1,1,2,Transit,2018,K2,Published Confirmed
K2-190 b,K2-190,0,1,2,Transit,2018,K2,Published Candidate
K2-190 b,K2-190,0,1,2,Transit,2018,K2,Published Candidate
K2-190 c,K2-190,1,1,2,Transit,2018,K2,Published Confirmed
K2-191 b,K2-191,0,1,1,Transit,2018,K2,Published Candidate
K2-191 b,K2-191,1,1,1,Transit,2018,K2,Published Confirmed
K2-191 b,K2-191,0,1,1,Transit,2018,K2,Published Candidate
K2-191 b,K2-191,0,1,1,Transit,2018,K2,Published Candidate
K2-192 b,K2-192,0,1,1,Transit,2018,K2,Published Candidate
K2-192 b,K2-192,1,1,1,Transit,2018,K2,Published Confirmed
K2-192 b,K2-192,0,1,1,Transit,2018,K2,Published Confirmed
K2-192 b,K2-192,0,1,1,Transit,2018,K2,Published Candidate
K2-193 b,K2-193,1,1,1,Transit,2018,K2,Published Confirmed
K2-193 b,K2-193,0,1,1,Transit,2018,K2,Published Candidate
K2-193 b,K2-193,0,1,1,Transit,2018,K2,Published Candidate
K2-193 b,K2-193,0,1,1,Transit,2018,K2,Published Candidate
K2-193 b,K2-193,0,1,1,Transit,2018,K2,Published Confirmed
K2-194 b,K2-194,0,1,1,Transit,2018,K2,Published Candidate
K2-194 b,K2-194,1,1,1,Transit,2018,K2,Published Confirmed
K2-194 b,K2-194,0,1,1,Transit,2018,K2,Published Candidate
K2-195 b,K2-195,0,1,2,Transit,2018,K2,Published Candidate
K2-195 b,K2-195,0,1,2,Transit,2018,K2,Published Candidate
K2-195 b,K2-195,0,1,2,Transit,2018,K2,Published Candidate
K2-195 b,K2-195,0,1,2,Transit,2018,K2,Published Confirmed
K2-195 b,K2-195,1,1,2,Transit,2018,K2,Published Confirmed
K2-195 c,K2-195,0,1,2,Transit,2018,K2,Published Candidate
K2-195 c,K2-195,1,1,2,Transit,2018,K2,Published Confirmed
K2-196 b,K2-196,1,1,1,Transit,2018,K2,Published Confirmed
K2-197 b,K2-197,0,1,1,Transit,2018,K2,Published Candidate
K2-197 b,K2-197,1,1,1,Transit,2018,K2,Published Confirmed
K2-197 b,K2-197,0,1,1,Transit,2018,K2,Published Candidate
K2-197 b,K2-197,0,1,1,Transit,2018,K2,Published Candidate
K2-197 b,K2-197,0,1,1,Transit,2018,K2,Published Confirmed
K2-198 b,K2-198,0,1,3,Transit,2018,K2,Published Candidate
K2-198 b,K2-198,0,1,3,Transit,2018,K2,Published Confirmed
K2-198 b,K2-198,1,1,3,Transit,2018,K2,Published Confirmed
K2-198 b,K2-198,0,1,3,Transit,2018,K2,Published Candidate
K2-198 b,K2-198,0,1,3,Transit,2018,K2,Published Confirmed
K2-199 b,K2-199,0,1,2,Transit,2018,K2,Published Candidate
K2-199 b,K2-199,0,1,2,Transit,2018,K2,Published Candidate
K2-199 b,K2-199,0,1,2,Transit,2018,K2,Published Candidate
K2-199 b,K2-199,1,1,2,Transit,2018,K2,Published Confirmed
K2-199 b,K2-199,0,1,2,Transit,2018,K2,Published Confirmed
K2-199 b,K2-199,0,1,2,Transit,2018,K2,Published Confirmed
K2-199 c,K2-199,0,1,2,Transit,2018,K2,Published Confirmed
K2-199 c,K2-199,0,1,2,Transit,2018,K2,Published Confirmed
K2-199 c,K2-199,0,1,2,Transit,2018,K2,Published Candidate
K2-199 c,K2-199,0,1,2,Transit,2018,K2,Published Candidate
K2-199 c,K2-199,0,1,2,Transit,2018,K2,Published Confirmed
K2-199 c,K2-199,0,1,2,Transit,2018,K2,Published Candidate
K2-199 c,K2-199,1,1,2,Transit,2018,K2,Published Confirmed
K2-200 b,K2-200,0,1,1,Transit,2018,K2,Published Candidate
K2-200 b,K2-200,1,1,1,Transit,2018,K2,Published Confirmed
K2-200 b,K2-200,0,1,1,Transit,2018,K2,Published Candidate
K2-201 b,K2-201,0,1,2,Transit,2018,K2,Published Candidate
K2-201 b,K2-201,1,1,2,Transit,2018,K2,Published Confirmed
K2-201 c,K2-201,0,1,2,Transit,2018,K2,Published Candidate
K2-201 c,K2-201,1,1,2,Transit,2018,K2,Published Confirmed
K2-202 b,K2-202,1,1,1,Transit,2018,K2,Published Confirmed
K2-202 b,K2-202,0,1,1,Transit,2018,K2,Published Candidate
K2-203 b,K2-203,0,1,1,Transit,2018,K2,Published Candidate
K2-203 b,K2-203,1,1,1,Transit,2018,K2,Published Confirmed
K2-204 b,K2-204,1,1,1,Transit,2018,K2,Published Confirmed
K2-204 b,K2-204,0,1,1,Transit,2018,K2,Published Candidate
K2-205 b,K2-205,1,1,1,Transit,2018,K2,Published Confirmed
K2-205 b,K2-205,0,1,1,Transit,2018,K2,Published Candidate
K2-206 b,K2-206,1,1,1,Transit,2018,K2,Published Confirmed
K2-207 b,K2-207,1,1,1,Transit,2018,K2,Published Confirmed
K2-207 b,K2-207,0,1,1,Transit,2018,K2,Published Candidate
K2-208 b,K2-208,0,1,1,Transit,2018,K2,Published Candidate
K2-208 b,K2-208,1,1,1,Transit,2018,K2,Published Confirmed
K2-209 b,K2-209,1,1,1,Transit,2018,K2,Published Confirmed
K2-210 b,K2-210,1,1,1,Transit,2018,K2,Published Confirmed
K2-210 b,K2-210,0,1,1,Transit,2018,K2,Published Confirmed
K2-211 b,K2-211,1,1,1,Transit,2018,K2,Published Confirmed
K2-211 b,K2-211,0,1,1,Transit,2018,K2,Published Confirmed
K2-211 b,K2-211,0,1,1,Transit,2018,K2,Published Candidate
K2-212 b,K2-212,0,1,1,Transit,2018,K2,TESS Project Candidate
K2-212 b,K2-212,0,1,1,Transit,2018,K2,Published Confirmed
K2-212 b,K2-212,0,1,1,Transit,2018,K2,Published Confirmed
K2-212 b,K2-212,0,1,1,Transit,2018,K2,Published Candidate
K2-212 b,K2-212,1,1,1,Transit,2018,K2,Published Confirmed
K2-212 b,K2-212,0,1,1,Transit,2018,K2,Published Candidate
K2-213 b,K2-213,1,1,1,Transit,2018,K2,Published Confirmed
K2-214 b,K2-214,0,1,1,Transit,2018,K2,Published Candidate
K2-214 b,K2-214,0,1,1,Transit,2018,K2,Published Candidate
K2-214 b,K2-214,1,1,1,Transit,2018,K2,Published Confirmed
K2-214 b,K2-214,0,1,1,Transit,2018,K2,Published Confirmed
K2-215 b,K2-215,0,1,1,Transit,2018,K2,Published Candidate
K2-215 b,K2-215,1,1,1,Transit,2018,K2,Published Confirmed
K2-216 b,K2-216,0,1,1,Transit,2018,K2,TESS Project Candidate
K2-216 b,K2-216,0,1,1,Transit,2018,K2,Published Confirmed
K2-216 b,K2-216,0,1,1,Transit,2018,K2,Published Confirmed
K2-216 b,K2-216,0,1,1,Transit,2018,K2,Published Candidate
K2-216 b,K2-216,0,1,1,Transit,2018,K2,Published Candidate
K2-216 b,K2-216,1,1,1,Transit,2018,K2,Published Confirmed
K2-217 b,K2-217,0,1,1,Transit,2018,K2,Published Candidate
K2-217 b,K2-217,1,1,1,Transit,2018,K2,Published Confirmed
K2-218 b,K2-218,1,1,1,Transit,2018,K2,Published Confirmed
K2-218 b,K2-218,0,1,1,Transit,2018,K2,Published Candidate
K2-219 b,K2-219,1,1,3,Transit,2018,K2,Published Confirmed
K2-219 b,K2-219,0,1,3,Transit,2018,K2,Published Candidate
K2-219 c,K2-219,0,1,3,Transit,2018,K2,Published Candidate
K2-219 c,K2-219,1,1,3,Transit,2018,K2,Published Confirmed
K2-219 d,K2-219,1,1,3,Transit,2018,K2,Published Confirmed
K2-219 d,K2-219,0,1,3,Transit,2018,K2,Published Candidate
K2-220 b,K2-220,0,1,1,Transit,2018,K2,Published Candidate
K2-220 b,K2-220,0,1,1,Transit,2018,K2,Published Candidate
